idCode,hxcf,hxcfen,ypmc,ypmcen,slh,jx,gytj,gg,cbzj,pzwh,scpzrq,ssxkzcyr,sccs,ssxszt,sllb,jpxzl,smsContent,smsAttname,source_url,cid,cas
e2a35d2a49b67797ad991d9f167d3109,来那度胺,Lenalidomide,来那度胺胶囊,Lenalidomide Capsules,CYHB1950182,胶囊剂,口服,25mg,否,国药准字H20193006,2019-10-21,正大天晴药业集团股份有限公司,正大天晴药业集团股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,L04AX04 ,5c6568a6c6deb335fcfeb9a79e790e93,国药准字H20193006_来那度胺胶囊.pdf,https://www.cde.org.cn/hymlj/detailPage/e2a35d2a49b67797ad991d9f167d3109,216326,191732-72-6
4ea3fb710b568213568f1f069ca039bd,盐酸二甲双胍,Metformin Hydrochloride,盐酸二甲双胍片,Metformin Hydrochloride Tablets,CYHB1850309,片剂,口服,0.25g,否,国药准字H37020550,2019-09-10,,蓬莱诺康药业有限公司,新批准暂未销售,通过质量和疗效一致性评价的药品,A10BA02,f83a27b7934604cd80b99f4937d1c9d6,国药准字H37020550_盐酸二甲双胍片.pdf,https://www.cde.org.cn/hymlj/detailPage/4ea3fb710b568213568f1f069ca039bd,14219,1115-70-4
29657daf4b24cc8efadb95bd68e2465f,坎地沙坦酯,Candesartan Cilexetil,坎地沙坦酯片,Candesartan Cilexetil Tablets,CYHB1850351,片剂,口服,4mg,否,国药准字H20143260,2019-10-21,,天地恒一制药股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,C09CA06 ,9db02be28434b90867ad4eaf103c3dfc,国药准字H20143260_坎地沙坦酯片.pdf,https://www.cde.org.cn/hymlj/detailPage/29657daf4b24cc8efadb95bd68e2465f,2540,145040-37-5
cb1bd0770d1ca3a29c69b93c50370758,布洛芬,Ibuprofen,布洛芬颗粒,Ibuprofen Granules,CYHB1850109,颗粒剂,口服,0.2g,否,国药准字H20066208,2019-10-18,石药集团欧意药业有限公司,石药集团欧意药业有限公司,上市销售中,通过质量和疗效一致性评价的药品,M01AE01,281068a6629e2da2ef7a4a7a10e08077,国药准字H20066208_布洛芬颗粒.pdf,https://www.cde.org.cn/hymlj/detailPage/cb1bd0770d1ca3a29c69b93c50370758,3672,15687-27-1
9a8cb5405ae33833d3edebd023ccfa8a,苯磺酸氨氯地平,Amlodipine Besylate ,苯磺酸氨氯地平片,Amlodipine Besylate Tablets,CYHB1850286,片剂,口服,5mg（按C20H25ClN2O5计）,否,国药准字H20066843,2019-10-18,,宜昌东阳光长江药业股份有限公司  ,上市销售中,通过质量和疗效一致性评价的药品,C08CA01 ,3f963d3a7ef427eb3a7b5396452d0bd2,国药准字H20066843_苯磺酸氨氯地平片.pdf,https://www.cde.org.cn/hymlj/detailPage/9a8cb5405ae33833d3edebd023ccfa8a,60496,111470-99-6
639e1d37d0e9f36fac7c11942d3e456d,盐酸二甲双胍,Metformin Hydrochloride,盐酸二甲双胍片,Metformin Hydrochloride Tablets,CYHB1950101,片剂,口服,0.25g,否,国药准字H20184130,2019-10-21,,哈药集团制药六厂,新批准暂未销售,通过质量和疗效一致性评价的药品,A10BA02,53940e8dd9d6caa136c6af6d8f8c6835,国药准字H20184130_盐酸二甲双胍片.pdf,https://www.cde.org.cn/hymlj/detailPage/639e1d37d0e9f36fac7c11942d3e456d,14219,1115-70-4
b3dba11fc6445899c30a995e1024a631,非那雄胺,Finasteride ,非那雄胺片,Finasteride Tablets,CYHB1850429,片剂,口服,5mg,否,国药准字H20051983,2019-09-18,,华润赛科药业有限责任公司,上市销售中,通过质量和疗效一致性评价的药品,G04CB01 ,ed55dca6b89c6bd7d4d2352db746c841,国药准字H20051983_非那雄胺片.pdf,https://www.cde.org.cn/hymlj/detailPage/b3dba11fc6445899c30a995e1024a631,57363,98319-26-7
27004a6031d300fccde66ef45d8c4ad0,头孢呋辛酯,Cefuroxime Axetil,头孢呋辛酯片,Cefuroxime Axetil Tablets,CYHB1850297,片剂,口服,按C16H16N4O8S计0.5g,否,国药准字H20067966,2019-09-30,国药集团汕头金石制药有限公司,国药集团汕头金石制药有限公司,上市销售中,通过质量和疗效一致性评价的药品,J01DC02 ,3c567556e8bf654f691b119901a8c819,国药准字H20067966_头孢呋辛酯片.pdf,https://www.cde.org.cn/hymlj/detailPage/27004a6031d300fccde66ef45d8c4ad0,6321416,64544-07-6
eb041ac044f1d120b7067a34f2fe21ef,蒙脱石,Montmorillonite,蒙脱石散,Montmorillonite Powder,CYHB1840056,散剂,口服,每袋含蒙脱石3克,否,国药准字H20093622,2019-10-18,,北京韩美药品有限公司,上市销售中,通过质量和疗效一致性评价的药品,A07BC05 ,802af57127a7b3881c723b2d9b9d11f0,国药准字H20093622_蒙脱石散.pdf,https://www.cde.org.cn/hymlj/detailPage/eb041ac044f1d120b7067a34f2fe21ef,71586775,110070-78-5
f34ad7f3b03e51d00ecb2c23e2086e8f,头孢氨苄,Cefalexin,头孢氨苄胶囊,Cefalexin Capsules,CYHB1850450,胶囊剂,口服,按C16H17N3O4S计0.25g,否,国药准字H13020791,2019-10-23,石药集团欧意药业有限公司,石药集团欧意药业有限公司,上市销售中,通过质量和疗效一致性评价的药品,J01DB01,1a6a66407833a5d3bf01b4cf2fe6fab6,国药准字H13020791_头孢氨苄胶囊.pdf,https://www.cde.org.cn/hymlj/detailPage/f34ad7f3b03e51d00ecb2c23e2086e8f,27447,15686-71-2
ce6518b0e4636b097ce86fa34d22f1e8,利伐沙班,Rivaroxaban,利伐沙班片,Rivaroxaban Tablets,CYHS1700574,片剂,口服,10mg,否,国药准字H20193225,2019-08-02,正大天晴药业集团股份有限公司 ,正大天晴药业集团股份有限公司 ,新批准暂未销售,按化学药品新注册分类批准的仿制药,B01AF01,,,https://www.cde.org.cn/hymlj/detailPage/ce6518b0e4636b097ce86fa34d22f1e8,9875401,366789-02-8
07c7e7adcc16fd22dff40abd584af030,盐酸克林霉素,Clindamycin Hydrochloride,盐酸克林霉素胶囊,Clindamycin Hydrochloride Capsules,CYHB1850410,胶囊剂,口服,0.15g（按C18H33ClN2O5S计） ,否,国药准字H13020795,2019-10-23,石药集团欧意药业有限公司,石药集团欧意药业有限公司,新批准暂未销售,通过质量和疗效一致性评价的药品,J01FF01 ,bb5fbd1880b4256c5d7405b2d5105202,国药准字H13020795_盐酸克林霉素胶囊.pdf,https://www.cde.org.cn/hymlj/detailPage/07c7e7adcc16fd22dff40abd584af030,16051951,21462-39-5
eb738bed1e065ba10534d0e545e24e9c,头孢氨苄,Cefalexin,头孢氨苄胶囊,Cefalexin Capsules,CYHB1850449,胶囊剂,口服,按C16H17N3O4S计 0.125g ,否,国药准字H13020790,2019-10-23,石药集团欧意药业有限公司,石药集团欧意药业有限公司,新批准暂未销售,通过质量和疗效一致性评价的药品,J01DB01 ,4a99f65e1d6161f382d63217fefc36ae,国药准字H13020790_头孢氨苄胶囊.pdf,https://www.cde.org.cn/hymlj/detailPage/eb738bed1e065ba10534d0e545e24e9c,27447,15686-71-2
ed4867c85b76b950b57e777efcf6d4ef,盐酸文拉法辛,Venlafaxine Hydrochloride,盐酸文拉法辛缓释片,Venlafaxine Hydrochloride Sustained-release Tablets,CYHB1850451,片剂,口服,75mg（按C17H27NO2计） ,否,国药准字H20070269,2019-10-23,成都康弘药业集团股份有限公司,成都康弘药业集团股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,N06AX16 ,fc0271ce2ed9780588fbe9c9a90aa128,国药准字H20070269_盐酸文拉法辛缓释片.pdf,https://www.cde.org.cn/hymlj/detailPage/ed4867c85b76b950b57e777efcf6d4ef,62923,99300-78-4
1c5c3d82dad48b21bc837a19e9a3074d,左乙拉西坦,Levetiracetam,左乙拉西坦片,Levetiracetam Tablets,CYHB1850151,片剂,口服,0.25g,否,国药准字H20143163,2019-10-28,深圳信立泰药业股份有限公司,深圳信立泰药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,N03AX14 ,,,https://www.cde.org.cn/hymlj/detailPage/1c5c3d82dad48b21bc837a19e9a3074d,5284583,102767-28-2
37a91fc5e9202566f13662d92353489f,苯磺酸氨氯地平,Amlodipine Besilate ,苯磺酸氨氯地平片,Amlodipine Besilate Tablets,CYHB1850250,片剂,口服,5mg,否,国药准字H20074084,2019-10-23,,乐普药业（北京）有限责任公司 ,上市销售中,通过质量和疗效一致性评价的药品,C08CA01 ,e3615c06744c60642d5573038fcf102d,国药准字H20074084_苯磺酸氨氯地平片.pdf,https://www.cde.org.cn/hymlj/detailPage/37a91fc5e9202566f13662d92353489f,60496,111470-99-6
0882e3c649cf35c8890a46bc3fd89b6f,布洛芬,Ibuprofen,布洛芬颗粒,Ibuprofen Granules,CYHB1850182,颗粒剂,口服,0.1g,否,国药准字H20055226,2019-10-18,,扬子江药业集团江苏制药股份有限公司,新批准暂未销售,通过质量和疗效一致性评价的药品,M01AE01 ,4001fdfd76e0ab0a070449f2e9737782,国药准字H20055226_布洛芬颗粒.pdf,https://www.cde.org.cn/hymlj/detailPage/0882e3c649cf35c8890a46bc3fd89b6f,3672,15687-27-1
605dee68d9d22e6d5676a74b4cb3dba3,马来酸依那普利,Enalapril Maleate,马来酸依那普利片,Enalapril Maleate Tablets,CYHB1750033,片剂,口服,10mg,否,国药准字H10980305,2019-10-28,石药集团欧意药业有限公司,石药集团欧意药业有限公司,上市销售中,通过质量和疗效一致性评价的药品,C09AA02 ,482e06bf4de70a8c2a51f90388a57d96,国药准字H10980305_马来酸依那普利片.pdf,https://www.cde.org.cn/hymlj/detailPage/605dee68d9d22e6d5676a74b4cb3dba3,5388961,76095-16-4
5a43cfcc4b33f55033e29ee7b2d6561d,盐酸乙胺丁醇,Ethambutol Hydrochloride,盐酸乙胺丁醇片,Ethambutol Hydrochloride Tablets ,CYHB1850412,片剂,口服,0.25g,否,国药准字H33021602,2019-10-23,杭州民生药业有限公司,杭州民生药业有限公司,新批准暂未销售,通过质量和疗效一致性评价的药品,J04AK02 ,4480e351afa8065f194a4985c0103c1c,国药准字H33021602_盐酸乙胺丁醇片.pdf,https://www.cde.org.cn/hymlj/detailPage/5a43cfcc4b33f55033e29ee7b2d6561d,14051,1070-11-7
c0f134fb97ab369899852e70ede518fc,盐酸环丙沙星,Ciprofloxacin Hydrochloride ,盐酸环丙沙星片,Ciprofloxacin Hydrochloride Tablets,CYHB1850196,片剂,口服,0.25g（按C17H18FN3O3计） ,否,国药准字H20054497,2019-10-28,,石家庄以岭药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,J01MA02,cd1a8c8a775fd105595cc9d8e9a32414,国药准字H20054497_盐酸环丙沙星片.pdf,https://www.cde.org.cn/hymlj/detailPage/c0f134fb97ab369899852e70ede518fc,62999,93107-08-5
4cb7f64d8c74d76bf64510840a481bea,盐酸二甲双胍,Metformin Hydrochloride,盐酸二甲双胍缓释片,Metformin Hydrochloride Extended-release Tablets,CYHB1850291,片剂,口服,0.5g（以盐酸二甲双胍计）,否,国药准字H20178002,2019-09-09,广东赛康制药厂有限公司,广东赛康制药厂有限公司,新批准暂未销售,通过质量和疗效一致性评价的药品,A10BA02,c6022a143446d9aa1f4bfe00953fc6e5,国药准字H20178002_盐酸二甲双胍缓释片.pdf,https://www.cde.org.cn/hymlj/detailPage/4cb7f64d8c74d76bf64510840a481bea,14219,1115-70-4
233e4e0de65e44cfa2fffd6681d42996,阿那曲唑,Anastrozole,阿那曲唑片,Anastrozole Tablets,CYHB1950057,片剂,口服,1mg,否,国药准字H20133110,2019-10-28,浙江海正药业股份有限公司,浙江海正药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,L02BG03,183d41dd6274e3b2c398b60043013965,国药准字H20133110_阿那曲唑片.pdf,https://www.cde.org.cn/hymlj/detailPage/233e4e0de65e44cfa2fffd6681d42996,2187,120511-73-1
b4a9c127f75709267f0eb180ef6fba12,氯氮平,Clozapine,氯氮平片,Clozapine Tablets,CYHB1950054,片剂,口服,25mg,否,国药准字H32022963,2019-10-31,江苏恩华药业股份有限公司,江苏恩华药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,N05AH02 ,c556732ad3111f0b5e671c60638dc245,国药准字H32022963_氯氮平片.pdf,https://www.cde.org.cn/hymlj/detailPage/b4a9c127f75709267f0eb180ef6fba12,135398737,5786-21-0
8771728121d724663b53b0e9dcf501c7,来曲唑,Letrozole,来曲唑片,Letrozole Tablets,CYHB1950048,片剂,口服,2.5mg,否,国药准字H20133109,2019-10-28,浙江海正药业股份有限公司,浙江海正药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,L02BG04 ,f0911fe727641b088eb7bbabc0901877,国药准字H20133109_来曲唑片.pdf,https://www.cde.org.cn/hymlj/detailPage/8771728121d724663b53b0e9dcf501c7,3902,112809-51-5
ae1c116472b18f0ae2610a550853d549,马来酸依那普利,Enalapril Maleate ,马来酸依那普利片,Enalapril Maleate Tablets,CYHB1850295,片剂,口服,10mg,否,国药准字H20066383,2019-09-29,,湖南千金湘江药业股份有限公司 ,上市销售中,通过质量和疗效一致性评价的药品,C09AA02,20f9a2a264ea511916dce2c6538b97ce,国药准字H20066383_马来酸依那普利片.pdf,https://www.cde.org.cn/hymlj/detailPage/ae1c116472b18f0ae2610a550853d549,5388961,76095-16-4
ffb89ecb8324520ae991349e4ae11586,瑞舒伐他汀钙,Rosuvastatin Calcium,瑞舒伐他汀钙片,Rosuvastatin Calcium Tablets,CYHB1703082,片剂,口服,10mg,,国药准字H20080483,2018-02-09,,浙江京新药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品 ,C10AA07,920e7c38ca2f845f4ce89e6e80938720,国药准字H20080483_瑞舒伐他汀钙片.pdf,https://www.cde.org.cn/hymlj/detailPage/ffb89ecb8324520ae991349e4ae11586,5282455,147098-20-2
d703f97a5cc85b8f82178743406102e3,富马酸替诺福韦二吡呋酯,Tenofovir Disoproxil Fumarate,富马酸替诺福韦二吡呋酯片,Tenofovir Disoproxil Fumarate Tablets,CYHB1704598,片剂,口服 ,0.3g,,国药准字H20173185,2018-02-08,齐鲁制药有限公司,齐鲁制药有限公司,上市销售中,通过质量和疗效一致性评价的药品,J05AF07,587646c7a23a7b60f2b79f0ebddeff48,国药准字H20173185_富马酸替诺福韦二吡呋酯片.pdf,https://www.cde.org.cn/hymlj/detailPage/d703f97a5cc85b8f82178743406102e3,6398764,202138-50-9
164ed444703788ef691888112523cb6f,草酸艾司西酞普兰,Escitalopram Oxalate,草酸艾司西酞普兰片,Escitalopram Oxalate Tablets,CYHB1704091,片剂,口服,10mg,,国药准字H20080788,2018-02-07,,四川科伦药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,N06AB10,38d67879daa809aaab19efdebcbfba0c,国药准字H20080788_草酸艾司西酞普兰片.pdf,https://www.cde.org.cn/hymlj/detailPage/164ed444703788ef691888112523cb6f,146571,219861-08-2
bef2c9e9f88b44170ae4c5db93a69534,马昔腾坦,Macitentan,马昔腾坦片,Macitentan Tablets,JXHS1600071,片剂,口服,10mg,是,H20170376,2017-09-29,Actelion Pharmaceuticals Ltd,Patheon Italia S.p.A.,上市销售中,进口原研药品 ,C02KX04,,,https://www.cde.org.cn/hymlj/detailPage/bef2c9e9f88b44170ae4c5db93a69534,16004692,441798-33-0
03484f36e0ba0c4e4c13f1b7cc79b1d4,多替拉韦钠；硫酸阿巴卡韦；拉米夫定,Dolutegravir Sodium;Abacavir Sulfate;Lamivudine,多替阿巴拉米片,Dolutegravir Sodium，Abacavir Sulfate and Lamivudine Tablets,JXHS1600077,片剂,口服,每片含多替拉韦钠（以多替拉韦计）50mg，硫酸阿巴卡韦（以阿巴卡韦计）600mg和拉米夫定300mg,是,H20170345,2017-07-26,ViiV Healthcare UK Limited ,Glaxo Operations UK Ltd ,上市销售中,进口原研药品,J05AR13,,,https://www.cde.org.cn/hymlj/detailPage/03484f36e0ba0c4e4c13f1b7cc79b1d4,,
a6879cc909e319a71d4882fe9ef15f79,卡格列净,Canagliflozin,卡格列净片,Canagliflozin Tablets ,JXHS1600055,片剂,口服,100mg(以卡格列净无水物(C24H25FO5S)计),是,H20170375,2017-09-29,Janssen-Cilag International NV,Janssen Ortho， LLC,上市销售中,进口原研药品,A10BK02,,,https://www.cde.org.cn/hymlj/detailPage/a6879cc909e319a71d4882fe9ef15f79,24812758,842133-18-0
3ad1339aa458864842f4dd98a6a8593c,卡格列净,Canagliflozin,卡格列净片,Canagliflozin Tablets ,JXHS1600054,片剂,口服,300mg(以卡格列净无水物(C24H25FO5S)计),是,H20170374,2017-09-29,Janssen-Cilag International NV,Janssen Ortho， LLC,上市销售中,进口原研药品,A10BK02,,,https://www.cde.org.cn/hymlj/detailPage/3ad1339aa458864842f4dd98a6a8593c,24812758,842133-18-0
570c5a32516561a41dd74e84a0e1dcab,氢溴酸伏硫西汀,Vortioxetine Hydrobromide,氢溴酸伏硫西汀片,Vortioxetine Hydrobromide Tablets,JXHS1600073、JXHS1600074,片剂,口服 ,5mg(以C18H22N2S计）,是,H20170381;H20170382,2017-11-21,H.Lundbeck A/S,H.Lundbeck A/S,,进口原研药品,N06AX26,,,https://www.cde.org.cn/hymlj/detailPage/570c5a32516561a41dd74e84a0e1dcab,56843850,960203-27-4
d05023e1b4b51803b3ab67f3a81ca7a1,氢溴酸伏硫西汀,Vortioxetine Hydrobromide,氢溴酸伏硫西汀片,Vortioxetine Hydrobromide Tablets,JXHS1600075、JXHS1600076,片剂,口服 ,10mg(以C18H22N2S计）,是,H20170383;H20170384,2017-11-21,H.Lundbeck A/S,H.Lundbeck A/S,上市销售中,进口原研药品,N06AX26,,,https://www.cde.org.cn/hymlj/detailPage/d05023e1b4b51803b3ab67f3a81ca7a1,56843850,960203-27-4
f31189acde48792d7ff5ebed543c6e3b,乌美溴铵；三苯乙酸维兰特罗,Umeclidinium Bromide；Vilanterol Trifenatate,乌美溴铵维兰特罗吸入粉雾剂,Umeclidinium Bromide and Vilanterol Trifenatate Powder for Inhalation,JXHS1700022,吸入粉雾剂,吸入,62.5μg/25μg,是,H20180005,2018-03-12,Glaxo Group Limited,Glaxo Operations UK Ltd,,进口原研药品,R03AL03,,,https://www.cde.org.cn/hymlj/detailPage/f31189acde48792d7ff5ebed543c6e3b,,
56f4f47819eabe7d9626facddea6a9aa,茚达特罗格隆溴铵,Indacaterol Maleate  and Glycopyrronium Bromide ,茚达特罗格隆溴铵 吸入粉雾剂用胶囊,Indacaterol Maleate and Glycopyrronium Bromide Powder for  Inhalation，  Hard Capsules,JXHS1700024,胶囊剂,吸入制剂,每粒含马来酸茚达特罗110μg(以C24H28N2O3计)和格隆溴铵50μg(以C19H28NO3计),是,H20170390; H20170391,2017-12-28,Novartis Europharm Limited,Novartis Pharma Stein AG ,,进口原研药品 , ,,,https://www.cde.org.cn/hymlj/detailPage/56f4f47819eabe7d9626facddea6a9aa,,
b3beca063126d86b5e4fabf9956738f4,氟比洛芬酯,Flurbiprofen axetil,氟比洛芬酯注射液,Flurbiprofen axetil  injection,CYHS1700136,注射剂,静脉注射,5ml:50mg,,国药准字H20183054,2018-03-12,,武汉大安制药有限公司,上市销售中,按化学药品新注册分类批准的仿制药,,,,https://www.cde.org.cn/hymlj/detailPage/b3beca063126d86b5e4fabf9956738f4,3395,91503-79-6
a814605da7aeb923630f1897c38fab2d,紫杉醇,Paclitaxel,注射用紫杉醇（白蛋白结合型）,Paclitaxel for Injection (Albumin Bound),CYHS1600152,注射剂,静脉注射,100 mg,,国药准字H20183044,2018-02-02,,石药集团欧意药业有限公司,上市销售中,按化学药品新注册分类批准的仿制药,L01CD,,,https://www.cde.org.cn/hymlj/detailPage/a814605da7aeb923630f1897c38fab2d,36314,33069-62-4
34638ed86858616201e6c41dc820ec2a,头孢唑林钠,Cefazolin Sodium,注射用头孢唑林钠/氯化钠注射液,Cefazolin Sodium for Injection /Sodium Chloride Injection,JXHS1600078,注射剂,静脉注射,粉体室:按头孢唑林计1.0g;液体室:氯化钠注射液100ml:0.9g, ,H20170340,2017-07-26,Otsuka Pharmaceutical Factory ， Inc.,Otsuka Pharmaceutical Factory ， Inc.， Matsushige Factory,上市销售中,按化学药品新注册分类批准的仿制药,,,,https://www.cde.org.cn/hymlj/detailPage/34638ed86858616201e6c41dc820ec2a,23675322,27164-46-1
a434093917d0e9b857120cfa18d6b099,氢氯噻嗪；厄贝沙坦, Hydrochlorothiazide and Irbesartan ,厄贝沙坦氢氯噻嗪片,Irbesartan and Hydrochlorothiazide Tablets,CYHB1703389,片剂,口服,每片含厄贝沙坦150mg，氢氯噻嗪12.5mg,,国药准字H20057227,2018-03-15, ,南京正大天晴制药有限公司,上市销售中,通过质量和疗效一致性评价的药品,C09CA04;C03AA03 ,3cc45b396497b598341ce3af000490e5,国药准字H20057227_厄贝沙坦氢氯噻嗪片.pdf,https://www.cde.org.cn/hymlj/detailPage/a434093917d0e9b857120cfa18d6b099,,
d9c496890241728e5b612b672afa2bac,氢氯吡格雷,Clopidogrel Bisulfate,硫酸氢氯吡格雷片,Clopidogrel Bisulfate Tablets,CYHB1750017,片剂,口服,25mg（按C16H16ClNO2S计）, ,国药准字H20000542,2018-04-02, ,深圳信立泰药业股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,B01AC04 ,ff1d2fb66add4db1bc560219299bfd79,国药准字H20000542_硫酸氢氯吡格雷片.pdf,https://www.cde.org.cn/hymlj/detailPage/d9c496890241728e5b612b672afa2bac,115366,120202-66-6
000fb29bc72a100e6f266433e4d7be5c,阿莫西林,Amoxicillin ,阿莫西林胶囊,Amoxicillin Capsules,CYHB1704834,胶囊剂,口服,0.25g,,国药准字H44021351,2018-04-04,珠海联邦制药股份有限公司中山分公司,珠海联邦制药股份有限公司中山分公司,上市销售中,通过质量和疗效一致性评价的药品,J01CA04,8dc6aac86eb083759b1e01615617a347,国药准字H44021351_阿莫西林胶囊.pdf,https://www.cde.org.cn/hymlj/detailPage/000fb29bc72a100e6f266433e4d7be5c,33613,26787-78-0
1fe4fd163451e799abdddb984995e41e,依那普利,Enalapril,马来酸依那普利片,Enalapril Maleate Tablets,CYHB1703441,片剂,口服,5mg, ,国药准字H32026568, 2018-04-03 , ,扬子江药业集团江苏制药股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,C09AA02,44506c2e41795270fb1b45f92e7b4871,国药准字H32026568_马来酸依那普利片.pdf,https://www.cde.org.cn/hymlj/detailPage/1fe4fd163451e799abdddb984995e41e,5388962,75847-73-3
1e218f70d9b7c99c2663de9f6655bc5b,依那普利,Enalapril,马来酸依那普利片,Enalapril Maleate Tablets,CYHB1703442,片剂,口服,10mg, ,国药准字H32026567, 2018-04-03 , ,扬子江药业集团江苏制药股份有限公司,上市销售中,通过质量和疗效一致性评价的药品,C09AA02,aec39d1a3b768b285cba347d8a7aea1d,国药准字H32026567_马来酸依那普利片.pdf,https://www.cde.org.cn/hymlj/detailPage/1e218f70d9b7c99c2663de9f6655bc5b,5388962,75847-73-3
cd9a96c34dfbad56e33271fac150ffda,阿奇霉素,Azithromycin,阿奇霉素片,Azithromycin Tablets,CYHB1750013,片剂,口服,0.25g, ,国药准字H10980218,2018-04-04,石药集团欧意药业有限公司,石药集团欧意药业有限公司,上市销售中,通过质量和疗效一致性评价的药品, J01FA10,,,https://www.cde.org.cn/hymlj/detailPage/cd9a96c34dfbad56e33271fac150ffda,447043,83905-01-5
e778cc751e150d403290a82d73437150,阿奇霉素,Azithromycin ,阿奇霉素片,Azithromycin Tablets,CYHB1750014,片剂,口服,0.5g, ,国药准字H20031081,2018-04-04,石药集团欧意药业有限公司,石药集团欧意药业有限公司,上市销售中,通过质量和疗效一致性评价的药品, J01FA10,bd30c2b62fd794b50a9ad4f9a5906449,国药准字H20031081_阿奇霉素片.pdf,https://www.cde.org.cn/hymlj/detailPage/e778cc751e150d403290a82d73437150,447043,83905-01-5
28d257406104e6e9ed5378ed8df165c8,拉替拉韦钾,Raltegravir Potassium,拉替拉韦钾干混悬剂,Raltegravir Potassium for Oral Suspension,JXHS1700019,口服混悬剂,口服,100mg （按拉替拉韦计）,是,H20180006,2018-04-12,Merck Sharp & Dohme Corp.,Patheon Pharmaceuticals Inc. ,,进口原研药品,J05AX08,,,https://www.cde.org.cn/hymlj/detailPage/28d257406104e6e9ed5378ed8df165c8,23668479,871038-72-1
54e9d28583eacc5f280fb174ec1d124d,缬沙坦,Valsartan,缬沙坦片,Valsartan Tablets,CYHS1600044,片剂,口服,160mg, ,国药准字H20183127,2018-05-23,,浙江华海药业股份有限公司,,按化学药品新注册分类批准的仿制药,C09CA03,,,https://www.cde.org.cn/hymlj/detailPage/54e9d28583eacc5f280fb174ec1d124d,60846,137862-53-4
f7f1fd5d34404c7321badcf79e4e6b08,缬沙坦,Valsartan,缬沙坦片,Valsartan Tablets,CYHS1600045,片剂,口服,40mg, ,国药准字H20183128,2018-05-23,,浙江华海药业股份有限公司,,按化学药品新注册分类批准的仿制药,C09CA03,,,https://www.cde.org.cn/hymlj/detailPage/f7f1fd5d34404c7321badcf79e4e6b08,60846,137862-53-4
b6a61abeb3c8f70bdd3464d78eafc114,蒙脱石,Montmorillonite,蒙脱石散,Montmorillonite powder,CYHB1740003,散剂,口服,每袋含蒙脱石3g,,国药准字H20093601,2018-06-22,,四川维奥制药有限公司,上市销售中,通过质量和疗效一致性评价的药品,A07BC05,f442b74a72be959dcd81c02f3794d9dd,国药准字H20093601_蒙脱石散.pdf,https://www.cde.org.cn/hymlj/detailPage/b6a61abeb3c8f70bdd3464d78eafc114,71586775,110070-78-5
87606e202b6849bb9ac66072822b357f,蒙脱石,Montmorillonite,蒙脱石散, Montmorillonite Powder,CYHB1750009,散剂,口服,每袋含蒙脱石3g,,国药准字H19990307,2018-06-22, ,先声药业有限公司,上市销售中,通过质量和疗效一致性评价的药品,A07BC05,771d720b05b435c728ddcee0d21dcc57,国药准字H19990307_蒙脱石散.pdf,https://www.cde.org.cn/hymlj/detailPage/87606e202b6849bb9ac66072822b357f,71586775,110070-78-5
82800e73b32b003c76df1df8a26fc684,苯磺酸氨氯地平,Amlodipine Besylate,苯磺酸氨氯地平片,Amlodipine Besylate Tablets,CYHB1750020,片剂,口服,按C20H25ClN2O5计5mg,,国药准字H20020468,2018-06-06,,扬子江药业集团上海海尼药业有限公司,上市销售中,通过质量和疗效一致性评价的药品,C08CA01,4644b6475b01c85ade427ee3686b96a1,国药准字H20020468_苯磺酸氨氯地平片.pdf,https://www.cde.org.cn/hymlj/detailPage/82800e73b32b003c76df1df8a26fc684,60496,111470-99-6
87616d25e4302b2f5aa9217922be0088,卡托普利,Captopril,卡托普利片, Captopril Tablets,CYHB1750026,片剂,口服,25mg,,国药准字H32023731,2018-06-25, ,常州制药厂有限公司,上市销售中,通过质量和疗效一致性评价的药品,C09AA01,c287e364089c4e5278af4ec406099c9d,国药准字H32023731_卡托普利片.pdf,https://www.cde.org.cn/hymlj/detailPage/87616d25e4302b2f5aa9217922be0088,44093,62571-86-2
929e08e811b9edc42325920b865ab148,卡托普利,Captopril,卡托普利片,Captopril Tablets,CYHB1740005,片剂,口服,25mg,,国药准字H13021309,2018-06-13, ,石药集团欧意药业有限公司,上市销售中 ,通过质量和疗效一致性评价的药品,C09AA01,5b0845c0f79c3a986a4582b85316cda1,国药准字H13021309_卡托普利片.pdf,https://www.cde.org.cn/hymlj/detailPage/929e08e811b9edc42325920b865ab148,44093,62571-86-2
